bfs_nr,commune_ofs,canton,join_key,premium_region,log_pop_density,pop_density_2024,is_urban,pct_hh_1p,pct_hh_2p,pct_hh_3p,pct_hh_4p,pct_hh_5p_plus,pct_large_hh,pct_small_hh,social_assistance_rate,social_assistance_count,avg_premium_2025,avg_premium_2026,median_premium_2026,std_premium_2026,p10_premium_2026,p90_premium_2026,iqr_premium_2026,n_insurers_2026,premium_increase_pct,n_insurers_change,sa_estimated,sa_count_est
192,Egg,ZH,ZH_H2,2,6.40968133914131,606.7,0.0,32.7,34.9,12.8,14.5,5.1,19.6,67.6,1.1,97.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
193,Fällanden,ZH,ZH_H2,2,7.320857814219512,1510.5,1.0,32.8,32.2,13.9,15.6,5.4,21.0,65.0,1.9,185.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
194,Greifensee,ZH,ZH_H2,2,7.761233998444422,2346.8,1.0,31.7,32.9,13.5,15.2,6.6,21.799999999999997,64.6,1.6,87.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
195,Maur,ZH,ZH_H2,2,6.603808314064321,736.9,0.0,31.9,34.3,14.1,14.5,5.2,19.7,66.19999999999999,1.2,131.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
196,Mönchaltorf,ZH,ZH_H2,2,6.343704671756601,567.9,0.0,31.2,35.0,13.0,15.2,5.7,20.9,66.2,0.8,32.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
197,Schwerzenbach,ZH,ZH_H2,2,7.59191216770395,1981.1,1.0,34.9,33.5,13.3,13.4,4.9,18.3,68.4,1.9,96.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
198,Uster,ZH,ZH_H2,2,7.158046962215359,1283.4,1.0,35.8,32.7,13.0,13.6,4.8,18.4,68.5,1.9,687.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,1,1
199,Volketswil,ZH,ZH_H2,2,7.254955478958325,1414.1,1.0,30.3,33.7,13.7,15.3,7.0,22.3,64.0,1.6,318.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
200,Wangen-Brüttisellen,ZH,ZH_H2,2,6.954638864880987,1047.0,1.0,28.3,35.1,15.3,15.4,5.9,21.3,63.400000000000006,1.9,154.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
211,Altikon,ZH,ZH_H3,3,4.620058798481842,100.5,0.0,27.5,39.2,11.4,15.4,6.5,21.9,66.7,1.5,0.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
213,Brütten,ZH,ZH_H3,3,5.833347679010845,340.5,0.0,28.0,39.0,13.7,14.8,4.6,19.4,67.0,0.4,8.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
214,Dägerlen,ZH,ZH_H3,3,4.9890711161804155,145.8,0.0,21.5,43.0,15.0,13.9,6.5,20.4,64.5,1.5,0.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
215,Dättlikon,ZH,ZH_H3,3,5.6777806721172,291.3,0.0,24.3,40.9,12.8,15.4,6.7,22.1,65.2,0.0,0.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
216,Dinhard,ZH,ZH_H3,3,5.504518197131935,244.8,0.0,27.8,38.9,11.4,16.9,5.0,21.9,66.7,0.4,7.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
218,Ellikon an der Thur,ZH,ZH_H3,3,5.3230099791384085,204.0,0.0,31.3,34.5,14.8,11.6,7.8,19.4,65.8,0.6,7.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,1,1
219,Elsau,ZH,ZH_H3,3,6.182084906716632,483.0,0.0,24.8,37.8,14.6,16.2,6.5,22.7,62.599999999999994,1.1,43.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,1,1
220,Hagenbuch,ZH,ZH_H3,3,4.974662633637438,143.7,0.0,27.1,38.0,14.5,13.7,6.7,20.4,65.1,0.9,11.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
221,Hettlingen,ZH,ZH_H3,3,6.30609278854437,546.9,0.0,24.6,35.2,16.3,17.5,6.3,23.8,59.800000000000004,1.1,34.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
223,Neftenbach,ZH,ZH_H3,3,5.949339620807311,382.5,0.0,27.9,36.5,14.2,15.2,6.3,21.5,64.4,0.7,40.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
224,Pfungen,ZH,ZH_H3,3,6.724673433241774,831.7,0.0,31.2,33.1,15.8,11.9,7.9,19.8,64.3,1.9,79.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
225,Rickenbach (ZH),ZH,ZH_H3,3,6.162050847683516,473.4,0.0,28.2,32.2,14.4,16.8,8.3,25.1,60.400000000000006,1.5,43.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
226,Schlatt (ZH),ZH,ZH_H3,3,4.483002552013883,87.5,0.0,25.7,33.2,12.5,18.7,9.9,28.6,58.900000000000006,0.9,7.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,1,1
227,Seuzach,ZH,ZH_H3,3,6.964041089992729,1056.9,1.0,32.9,37.7,12.1,12.9,4.5,17.4,70.6,1.5,115.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
228,Turbenthal,ZH,ZH_H3,3,5.352805551832106,210.2,0.0,31.6,34.8,13.0,12.9,7.7,20.6,66.4,3.5,181.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
230,Winterthur,ZH,ZH_H2,2,7.478395785049286,1768.4,1.0,38.6,32.0,12.0,11.9,5.5,17.4,70.6,5.2,6197.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,1,1
231,Zell (ZH),ZH,ZH_H3,3,6.26530121273771,525.0,0.0,34.4,33.1,12.0,13.7,6.8,20.5,67.5,2.2,150.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,1,1
241,Aesch (ZH),ZH,ZH_H3,3,5.760792729372981,316.6,0.0,31.7,35.2,12.0,17.0,4.1,21.1,66.9,0.5,9.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
242,Birmensdorf (ZH),ZH,ZH_H3,3,6.472655365744282,646.2,0.0,32.3,32.7,14.6,14.3,6.2,20.5,65.0,1.9,139.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
243,Dietikon,ZH,ZH_H2,2,8.01644990299176,3029.4,1.0,35.8,31.2,13.8,12.4,6.8,19.2,67.0,3.5,992.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
244,Geroldswil,ZH,ZH_H3,3,7.920555471236099,2752.3,1.0,31.1,32.5,14.6,14.8,7.0,21.8,63.6,2.6,138.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
245,Oberengstringen,ZH,ZH_H3,3,8.076142355583064,3215.8,1.0,38.3,33.7,12.7,10.7,4.6,15.299999999999999,72.0,2.7,186.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
246,Oetwil an der Limmat,ZH,ZH_H3,3,6.835077053484151,928.9,0.0,36.4,38.4,9.5,11.6,4.1,15.7,74.8,1.4,37.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
247,Schlieren,ZH,ZH_H2,2,8.037607803386303,3094.2,1.0,38.0,30.3,14.3,11.4,6.0,17.4,68.3,3.7,768.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
248,Uitikon,ZH,ZH_H3,3,7.171733624734682,1301.1,1.0,29.5,34.8,14.9,15.7,5.1,20.799999999999997,64.3,0.6,32.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
249,Unterengstringen,ZH,ZH_H3,3,7.171580014903351,1300.9,1.0,31.5,35.9,14.8,12.4,5.3,17.7,67.4,2.2,93.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
250,Urdorf,ZH,ZH_H2,2,7.23460998650839,1385.6,1.0,37.8,31.3,12.3,13.4,5.1,18.5,69.1,1.5,155.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
251,Weiningen (ZH),ZH,ZH_H3,3,6.856882948608381,949.4,0.0,31.4,34.7,13.7,12.5,7.6,20.1,66.1,2.0,103.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
261,Zürich,ZH,ZH_H1,1,8.510329691394835,4964.8,1.0,44.9,29.6,12.0,9.7,3.8,13.5,74.5,3.5,14983.0,605.6,626.9,624.6,36.8,582.6,679.6,48.4,27.0,3.52,-2.0,1,1
291,Andelfingen,ZH,ZH_H3,3,5.3831179682405015,216.7,0.0,26.9,37.9,12.7,15.8,6.7,22.5,64.8,1.5,55.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,1,1
292,Stammheim,ZH,ZH_H3,3,4.820281565605037,123.0,0.0,28.0,37.9,13.2,13.0,7.9,20.9,65.9,0.5,15.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,1,1
293,Wädenswil,ZH,ZH_H2,2,6.582302108843358,721.2,0.0,34.3,34.8,12.5,13.0,5.3,18.3,69.1,1.7,450.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
294,Elgg,ZH,ZH_H3,3,5.362230692291689,212.2,0.0,34.1,34.4,11.4,12.1,8.0,20.1,68.5,1.7,88.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
295,Horgen,ZH,ZH_H2,2,6.6814818346589995,796.5,0.0,32.9,33.2,15.0,14.0,4.9,18.9,66.1,2.0,484.0,543.3,563.9,565.2,33.9,517.7,611.5,46.1,27.0,3.79,-2.0,0,0
296,Illnau-Effretikon,ZH,ZH_H3,3,6.292494637079263,539.5,0.0,36.2,33.1,11.9,12.8,5.9,18.700000000000003,69.30000000000001,2.0,358.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
297,Bauma,ZH,ZH_H3,3,5.159629846774143,173.1,0.0,32.5,36.5,12.3,12.0,6.7,18.7,69.0,1.6,80.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
298,Wiesendangen,ZH,ZH_H3,3,5.8738065036397495,354.6,0.0,26.4,36.9,13.4,17.0,6.3,23.3,63.3,0.8,56.0,506.2,526.8,525.2,38.5,472.8,573.6,57.5,27.0,4.07,-2.0,0,0
301,Aarberg,BE,BE_H2,2,6.369215816648631,582.6,0.0,37.9,35.4,11.5,11.7,3.5,15.2,73.3,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
302,Bargen (BE),BE,BE_H2,2,4.944495491591711,139.4,0.0,30.4,34.5,12.9,16.4,5.8,22.2,64.9,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
303,Grossaffoltern,BE,BE_H2,2,5.321056853517526,203.6,0.0,30.2,41.0,12.2,12.2,4.5,16.7,71.2,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
304,Kallnach,BE,BE_H2,2,4.8307108619020225,124.3,0.0,31.9,37.1,13.6,13.2,4.2,17.4,69.0,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
305,Kappelen,BE,BE_H2,2,4.8629083820668,128.4,0.0,32.0,36.4,15.0,12.7,4.0,16.7,68.4,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
306,Lyss,BE,BE_H2,2,7.018849326487724,1116.5,1.0,35.5,35.3,11.9,12.5,4.7,17.2,70.8,4.5,743.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
307,Meikirch,BE,BE_H2,2,5.542047551470635,254.2,0.0,30.5,40.0,11.0,12.5,6.0,18.5,70.5,1.4,35.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
309,Radelfingen,BE,BE_H2,2,4.481871969643598,87.4,0.0,34.2,38.7,10.4,10.6,6.1,16.7,72.9,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
310,Rapperswil (BE),BE,BE_H2,2,4.794136285500715,119.8,0.0,28.7,38.0,13.4,13.7,6.1,19.799999999999997,66.7,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
311,Schüpfen,BE,BE_H2,2,5.255931650051599,190.7,0.0,33.4,38.0,11.0,12.7,4.9,17.6,71.4,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
312,Seedorf (BE),BE,BE_H2,2,5.049856007249537,155.0,0.0,32.3,40.1,11.1,12.7,3.9,16.599999999999998,72.4,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
321,Aarwangen,BE,BE_H3,3,6.1886747163956874,486.2,0.0,33.9,35.6,12.4,12.3,5.9,18.200000000000003,69.5,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
322,Auswil,BE,BE_H3,3,4.646312129319266,103.2,0.0,31.9,38.6,9.5,14.3,5.7,20.0,70.5,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
323,Bannwil,BE,BE_H3,3,4.9614450499054845,141.8,0.0,34.1,40.1,11.5,8.9,5.4,14.3,74.2,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
324,Bleienbach,BE,BE_H3,3,4.926528784799256,136.9,0.0,29.6,39.3,12.3,13.5,5.3,18.8,68.9,1.4,11.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
325,Busswil bei Melchnau,BE,BE_H3,3,4.07753744390572,58.0,0.0,41.4,41.4,6.9,8.0,2.3,10.3,82.8,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
326,Gondiswil,BE,BE_H3,3,4.365643155423357,77.7,0.0,34.9,35.2,9.6,15.4,4.9,20.3,70.1,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
329,Langenthal,BE,BE_H3,3,6.63974510632782,763.9,0.0,41.3,31.6,11.0,10.3,5.7,16.0,72.9,5.8,938.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
331,Lotzwil,BE,BE_H3,3,6.104346704164654,446.8,0.0,35.6,34.2,11.3,12.8,6.1,18.9,69.80000000000001,4.7,128.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
332,Madiswil,BE,BE_H3,3,4.974662633637438,143.7,0.0,36.9,34.9,10.2,12.7,5.3,18.0,71.8,2.1,70.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
333,Melchnau,BE,BE_H3,3,5.001930853466109,147.7,0.0,37.3,36.0,9.8,10.0,6.8,16.8,73.3,2.7,41.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
335,Oeschenbach,BE,BE_H3,3,4.1059436980654525,59.7,0.0,30.5,43.8,8.6,12.4,4.8,17.2,74.3,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
336,Reisiswil,BE,BE_H3,3,4.4953553199808844,88.6,0.0,36.6,37.8,6.1,13.4,6.1,19.5,74.4,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
337,Roggwil (BE),BE,BE_H3,3,6.339123973119759,565.3,0.0,34.3,35.0,12.1,12.0,6.6,18.6,69.3,4.1,179.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
338,Rohrbach,BE,BE_H3,3,5.973555126564414,391.9,0.0,32.7,39.4,13.1,9.8,5.0,14.8,72.1,4.9,77.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
339,Rohrbachgraben,BE,BE_H3,3,4.07753744390572,58.0,0.0,29.1,35.8,14.6,8.6,11.9,20.5,64.9,1.6,6.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
340,Rütschelen,BE,BE_H3,3,4.991792206294776,146.2,0.0,27.8,41.0,9.4,14.5,7.3,21.8,68.8,1.0,6.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
341,Schwarzhäusern,BE,BE_H3,3,4.926528784799256,136.9,0.0,25.9,42.0,15.6,10.7,5.8,16.5,67.9,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
342,Thunstetten,BE,BE_H3,3,5.919699980878671,371.3,0.0,32.3,37.1,12.9,12.3,5.4,17.700000000000003,69.4,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
344,Ursenbach,BE,BE_H3,3,4.600157644164547,98.5,0.0,33.2,34.9,13.5,11.0,7.4,18.4,68.1,2.7,24.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
345,Wynau,BE,BE_H3,3,5.8185981490847825,335.5,0.0,35.0,35.9,12.0,10.2,6.9,17.1,70.9,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
351,Bern,BE,BE_H1,1,7.891442942842344,2673.3,1.0,46.9,29.5,10.7,8.9,4.0,12.9,76.4,5.0,6871.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
352,Bolligen,BE,BE_H1,1,5.955059865214182,384.7,0.0,32.9,36.7,11.3,13.9,5.1,19.0,69.6,1.8,117.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
353,Bremgarten bei Bern,BE,BE_H1,1,7.753366002668551,2328.4,1.0,31.4,36.3,13.2,14.7,4.4,19.1,67.69999999999999,1.3,57.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,0,0
354,Kirchlindach,BE,BE_H1,1,5.635860458170742,279.3,0.0,32.9,39.5,12.2,12.0,3.4,15.4,72.4,1.7,57.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
355,Köniz,BE,BE_H1,1,6.749814090913561,852.9,0.0,39.0,33.0,12.1,11.6,4.3,15.899999999999999,72.0,3.9,1662.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
356,Muri bei Bern,BE,BE_H1,1,7.494485830837592,1797.1,1.0,36.4,35.7,11.4,11.8,4.7,16.5,72.1,2.8,382.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
357,Oberbalm,BE,BE_H1,1,4.259859000699674,69.8,0.0,37.4,35.6,9.3,12.6,5.1,17.7,73.0,1.5,0.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
358,Stettlen,BE,BE_H1,1,6.875128776155043,966.9,0.0,33.3,38.0,11.0,13.2,4.6,17.799999999999997,71.3,4.7,161.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
359,Vechigen,BE,BE_H1,1,5.488937726156687,241.0,0.0,30.5,41.6,11.7,12.3,4.0,16.3,72.1,1.5,89.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,0,0
360,Wohlen bei Bern,BE,BE_H1,1,5.547518452181536,255.6,0.0,33.3,38.9,10.4,12.8,4.6,17.4,72.19999999999999,3.8,357.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
361,Zollikofen,BE,BE_H1,1,7.673920552278655,2150.5,1.0,37.9,33.7,11.5,11.7,5.2,16.9,71.6,4.2,478.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
362,Ittigen,BE,BE_H1,1,7.919356190660617,2749.0,1.0,39.6,32.0,12.5,10.8,5.1,15.9,71.6,7.4,859.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
363,Ostermundigen,BE,BE_H1,1,8.031320309005823,3074.8,1.0,42.4,31.4,11.5,10.4,4.3,14.7,73.8,6.3,1148.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,0,0
371,Biel/Bienne,BE,BE_H1,1,7.895808377083183,2685.0,1.0,47.1,28.1,11.1,9.1,4.7,13.8,75.2,9.1,5115.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
372,Evilard,BE,BE_H1,1,6.578000430108449,718.1,0.0,28.7,33.8,14.1,15.9,7.5,23.4,62.5,1.3,36.0,638.1,657.4,657.8,35.7,618.7,698.6,49.1,26.0,3.02,-2.0,1,1
381,Arch,BE,BE_H2,2,5.61458689585173,273.4,0.0,34.8,37.4,11.8,12.4,3.7,16.1,72.19999999999999,2.6,44.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
382,Büetigen,BE,BE_H2,2,5.540086381985411,253.7,0.0,25.5,39.7,12.4,16.6,5.8,22.400000000000002,65.2,1.1,11.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
383,Büren an der Aare,BE,BE_H2,2,5.714062784063757,302.1,0.0,37.3,33.2,12.2,12.4,5.0,17.4,70.5,5.0,190.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
385,Diessbach bei Büren,BE,BE_H2,2,5.119190700650601,166.2,0.0,26.9,36.9,12.5,16.5,7.2,23.7,63.8,1.9,20.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
386,Dotzigen,BE,BE_H2,2,5.925591802957274,373.5,0.0,27.9,38.7,11.5,16.2,5.7,21.9,66.6,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
387,Lengnau (BE),BE,BE_H2,2,6.6637710617960755,782.5,0.0,35.6,35.3,11.5,10.8,6.7,17.5,70.9,5.3,301.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
388,Leuzigen,BE,BE_H2,2,4.893352133481524,132.4,0.0,34.4,35.4,12.5,11.5,6.2,17.7,69.8,2.4,32.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
389,Meienried,BE,BE_H2,2,4.485259889315534,87.7,0.0,20.8,45.8,12.5,16.7,4.2,20.9,66.6,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
390,Meinisberg,BE,BE_H2,2,5.805134968916488,331.0,0.0,30.0,34.9,12.1,16.9,6.1,23.0,64.9,2.1,31.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
391,Oberwil bei Büren,BE,BE_H2,2,4.906015244966153,134.1,0.0,31.2,40.1,10.2,13.5,5.0,18.5,71.3,2.3,21.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
392,Pieterlen,BE,BE_H2,2,6.438871023004318,624.7,0.0,34.2,33.8,12.0,11.9,8.1,20.0,68.0,4.5,231.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
393,Rüti bei Büren,BE,BE_H2,2,4.9037921984782065,133.8,0.0,35.2,36.7,11.6,11.1,5.3,16.4,71.9,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
394,Wengi,BE,BE_H2,2,4.504244267398131,89.4,0.0,33.8,39.7,9.1,10.8,6.6,17.4,73.5,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
401,Aefligen,BE,BE_H2,2,6.327579577081353,558.8,0.0,34.5,36.2,13.0,11.2,5.0,16.2,70.7,2.1,24.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
402,Alchenstorf,BE,BE_H2,2,4.579852378003801,96.5,0.0,30.0,40.0,11.4,14.3,4.3,18.6,70.0,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
403,Bäriswil,BE,BE_H2,2,6.018349875889364,409.9,0.0,28.7,40.1,12.8,14.7,3.7,18.4,68.8,2.1,23.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
404,Burgdorf,BE,BE_H2,2,7.014185222597984,1111.3,1.0,40.3,33.3,10.5,10.8,5.0,15.8,73.6,5.4,919.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
405,Ersigen,BE,BE_H2,2,4.885827643502908,131.4,0.0,30.9,39.4,12.0,12.6,5.1,17.7,70.3,0.6,12.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
406,Hasle bei Burgdorf,BE,BE_H2,2,5.052416828111211,155.4,0.0,33.6,37.0,10.2,13.9,5.4,19.3,70.6,3.1,106.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
407,Heimiswil,BE,BE_H2,2,4.258445572902527,69.7,0.0,31.6,37.3,9.4,14.4,7.3,21.7,68.9,1.3,21.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
408,Hellsau,BE,BE_H2,2,4.976043849326636,143.9,0.0,16.3,41.3,16.3,18.8,7.5,26.3,57.599999999999994,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
409,Hindelbank,BE,BE_H2,2,5.6674642119820895,288.3,0.0,33.6,37.3,10.0,13.9,5.2,19.1,70.9,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
410,Höchstetten,BE,BE_H2,2,4.572646994282532,95.8,0.0,33.0,36.6,11.6,13.4,5.4,18.8,69.6,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
